StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,Salary Package,IsAnomaly,PlacementStatus,Embedding_Gender_1,Embedding_Gender_2,Embedding_Gender_3,Embedding_City_1,Embedding_City_2,Embedding_City_3,Embedding_CollegeTier_1,Embedding_CollegeTier_2,Embedding_CollegeTier_3,Embedding_Stream_1,Embedding_Stream_2,Embedding_Stream_3,Embedding_Specialisation_1,Embedding_Specialisation_2,Embedding_Specialisation_3,Embedding_Hostel_1,Embedding_Hostel_2,Embedding_Hostel_3,Embedding_HistoryOfBacklogs_1,Embedding_HistoryOfBacklogs_2,Embedding_HistoryOfBacklogs_3,Embedding_CGPA_Tier_1,Embedding_CGPA_Tier_2,Embedding_CGPA_Tier_3
40462,8.5,8.66,8.57,8.45,9.08,8.66,9.39,9.54,8.59,90.6,2,3,3.0,3,2,85.0,3.3,62.8,69.3,1,22.12,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40463,6.26,6.83,6.32,6.5,6.27,6.94,6.47,6.39,6.31,68.1,1,2,1.8044691509931448,1,1,82.6,3.4,48.7,34.1,0,3.22,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40464,6.21,6.43,5.78,5.95,5.73,5.68,5.78,5.99,6.08,57.8,0,1,1.8044691509931448,1,0,39.8,1.1,26.2,33.8,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40465,6.32,6.11,5.78,5.6,6.17,5.47,5.84,5.12,5.81,64.3,0,0,0.0,0,0,48.0,1.2,30.2,29.3,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40466,9.33,9.18,9.68,8.78,9.08,9.09,9.13,9.34,9.12,82.1,1,2,1.0,2,1,82.6,2.9,56.7,60.7,0,18.27,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40467,7.43,7.39,7.63,7.26,7.74,7.63,7.88,7.45,7.46,74.5,0,2,1.0,2,1,70.1,3.1542109566639414,57.4,42.2,0,8.18,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40468,6.27,7.18,6.43,6.36,6.36,6.37,6.65,5.91,6.5,77.4,1,2,2.0,2,1,68.85926127341149,2.0,41.9,60.0,1,5.22,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40469,7.48,7.97,7.61,8.07,7.72,8.4,7.98,7.93,8.01,71.9,1,2,2.0,1,0,71.3,2.9,49.4,60.3,0,18.87,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40470,5.86,6.1,6.46,6.16,6.6,6.25,6.21,6.4,6.42,57.1,0,0,1.0,1,0,41.5,2.2,28.5,33.9,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40471,6.08,5.9,5.94,6.13,5.51,5.93,5.84,5.47,5.99,57.8,1,1,1.8044691509931448,0,1,43.4,1.5,32.3,36.4,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40472,5.73,6.25,6.56,6.26,5.64,6.17,5.93,6.32,6.11,62.6,0,0,0.0,1,0,50.9,2.1,21.8,39.1,1,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40473,6.14,6.35,6.02,5.86,6.24,5.64,5.66,6.15,5.94,58.5,0,1,0.0,1,0,52.2,1.0,57.41127296699558,36.7,1,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40474,7.38,7.89,7.6,7.25,7.66,7.84,8.32,7.61,7.87,83.5,3,3,3.0,3,1,71.2,4.6,78.2,55.40852962724507,0,8.99,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40475,6.48,6.74,7.16,6.69,6.79,7.03,6.8,6.81,6.72,93.7,1,1,2.0,1,1,77.2,3.2,56.0,55.40852962724507,0,8.95,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40476,6.83,6.44,6.77,6.02,6.87,6.84,6.34,6.49,6.32,51.5,1,0,1.0,0,0,45.8,2.7,30.5,27.2,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40477,4.0,4.45,4.0,4.0,4.0,4.0,4.0,4.0,4.13,53.76795532,0,0,1.8044691509931448,0,0,35.1,1.3,2.9,35.5,0,0.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40478,4.0,4.48,4.0,4.55,4.2,4.09,4.0,4.12,4.15,60.8,1,1,1.0,0,0,45.5,2.0,31.0,26.4,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40479,9.26,9.56,9.43,8.63,9.28,8.86,8.67,9.15,9.05,80.6,0,2,2.0,2,0,60.3,3.1542109566639414,59.7,62.3,1,18.76,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40480,8.65,8.31,8.38,8.58,8.5,8.33,9.21,8.81,8.53,68.5,2,2,2.0,2,0,75.3,3.8,59.1,44.9,1,18.07,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40481,8.54,8.26,8.2,8.29,8.2,8.95,8.95,8.97,8.56,81.0,2,3,2.0,4,2,92.0,3.7,57.41127296699558,80.5,1,18.8,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40482,7.22,7.83,7.37,7.14,7.77,7.56,7.66,7.75,7.63,75.1,1,2,2.0,1,0,76.8,2.2,60.6,55.8,0,8.23,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40483,6.99,6.34,6.83,6.89,6.57,6.6,7.1,6.81,6.84,85.2,1,1,2.0,3,0,66.0,3.0,65.7,44.2,0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40484,6.31,6.12,6.57,6.02,5.94,6.28,6.0,5.63,6.1,66.5,0,0,0.0,1,0,68.85926127341149,2.2,28.1,29.6,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40485,7.68,7.09,7.11,7.58,7.35,6.93,7.62,6.73,7.22,61.3,1,1,1.0,1,0,53.0,3.1542109566639414,30.5,28.0,0,0.0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40486,6.57,6.05,5.9,6.48,6.39,6.62,6.47,6.31,6.2,75.5,1,3,2.0,2,1,68.85926127341149,3.0,51.0,47.5,0,3.52,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40487,7.44,7.76,7.18,7.19,6.74,7.76,7.13,7.4,7.31,100.0,2,4,3.0,3,2,75.9,4.3,84.8,55.40852962724507,1,8.51,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40488,8.02,7.51,7.51,7.75,8.03,7.93,8.15,7.78,7.71,82.7,1,2,2.0,1,0,87.6,2.3,51.1,60.4,1,8.89,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40489,8.76,9.06,8.27,8.1,8.94,8.57,8.23,8.97,8.65,84.1,1,1,2.0,1,1,65.9,3.1542109566639414,43.2,54.3,0,18.99,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40490,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,94.4,2,3,4.0,3,2,85.4,5.0,53.8,83.7,1,25.95,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40491,8.19,8.47,8.09,8.85,8.99,8.41,9.17,9.28,8.58,79.0,2,4,2.0,4,2,77.9,3.1542109566639414,68.7,58.1,1,18.23,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40492,5.95,5.64,6.35,5.53,5.58,5.69,5.77,5.09,5.79,62.7,0,1,1.0,0,0,42.5,1.8,24.4,29.7,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40493,7.85,8.39,8.36,8.74,8.54,8.82,8.81,8.65,8.62,84.4,2,1,1.8044691509931448,3,2,74.9,4.0,86.3,68.4,0,18.04,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40494,9.17,10.0,9.02,8.68,9.69,9.23,9.95,9.22,9.47,84.0,2,2,3.0,4,1,70.5,2.7,78.0,63.5,1,18.33,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40495,5.97,6.63,7.15,6.51,6.63,6.74,6.4,6.58,6.48,67.5,1,2,1.0,1,0,68.85926127341149,2.9,48.9,40.7,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40496,5.09,5.8,5.8,5.22,5.32,5.12,4.6,4.57,5.21,77.7,0,0,1.0,1,0,43.6,2.3,24.4,31.3,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40497,5.98,6.54,6.42,6.8,6.38,6.51,6.61,7.0,6.69,63.5,0,0,1.0,1,0,50.3,1.4,27.4,26.8,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40498,7.16,7.0,6.86,6.54,6.79,6.77,6.54,6.77,6.88,67.1,1,0,1.0,0,0,41.4,2.0,22.7,34.8,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40499,7.33,7.76,7.52,7.48,7.96,7.64,7.22,8.01,7.55,75.6,0,2,2.0,1,1,61.7,2.3,64.5,48.3,0,8.5,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40500,7.28,7.57,7.66,7.65,7.21,7.69,7.24,7.59,7.51,92.5,1,2,1.0,2,1,60.0,3.5,57.41127296699558,52.0,0,8.9,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40501,6.28,6.62,6.22,6.14,6.03,5.77,5.87,5.92,6.05,59.0,0,0,1.8044691509931448,1,0,48.4,1.9,35.7,30.9,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40502,7.8,8.08,8.29,7.82,8.15,8.15,7.9,8.38,8.38,82.8,0,2,2.0,1,1,74.0,3.1542109566639414,47.5,59.7,0,18.2,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40503,5.74,6.18,6.17,6.6,6.6,6.16,5.73,6.45,6.15,79.5,1,1,2.0,1,0,66.8,3.3,49.6,46.2,0,3.87,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40504,7.43,7.53,7.49,7.49,6.98,7.54,7.9,7.68,7.27,64.8,1,2,2.0,2,1,72.1,2.4,63.3,54.2,0,8.83,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40505,5.06,5.27,6.01,5.48,5.21,6.0,5.29,5.23,5.5,57.5,0,1,1.0,0,0,59.9,1.4,30.0,31.7,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40506,6.19,5.4,5.69,5.28,5.92,6.15,5.21,4.8,5.56,57.9,0,1,1.0,0,0,51.2,1.3,26.3,32.1,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40507,9.61,9.62,9.52,10.0,9.62,9.75,9.35,9.12,9.65,71.2,0,1,1.8044691509931448,2,0,73.7,2.4,49.9,46.9,0,18.56,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40508,7.32,7.4,7.67,6.72,7.3,6.88,7.45,6.84,7.25,79.9,1,2,2.0,2,1,69.1,2.2,46.1,55.40852962724507,0,8.96,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40509,6.2,6.33,5.51,5.85,5.3,5.31,5.47,5.72,5.42,65.6,0,1,0.0,0,0,53.0,2.4,29.4,35.1,0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40510,10.0,10.0,10.0,9.95,9.96,10.0,10.0,10.0,9.92,100.0,1,3,3.0,3,1,68.85926127341149,3.3,62.1,81.8,0,18.92,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40511,7.74,7.65,7.39,7.08,7.92,7.34,7.69,7.2,7.58,86.7,1,1,2.0,2,1,63.1,3.8,58.8,50.9,0,8.76,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40512,7.33,7.51,7.32,7.61,7.75,6.92,6.87,7.72,7.33,85.7,2,2,2.0,2,0,72.3,2.8,59.5,55.40852962724507,0,8.79,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40513,7.72,7.55,7.36,7.55,7.45,7.74,7.72,7.39,7.41,75.4,2,3,1.0,1,1,59.7,3.1542109566639414,52.6,68.0,1,8.15,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40514,5.71,5.64,5.42,5.77,6.0,5.13,5.9,5.91,5.64,86.1,0,1,1.0,2,1,73.7,2.0,41.7,57.8,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40515,9.37,9.3,9.03,9.07,9.07,9.08,9.24,8.94,9.16,68.8,0,1,1.0,2,1,68.85926127341149,4.0,57.41127296699558,56.6,1,18.61,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40516,7.28,7.13,6.81,7.26,7.29,7.45,7.24,7.58,7.35,78.6,1,2,2.0,2,0,69.7,2.3,58.5,58.4,1,8.56,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40517,6.91,6.81,7.05,7.29,5.99,6.64,6.92,6.85,6.92,59.3,0,0,0.0,1,0,40.7,2.0,31.7,32.4,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40518,7.51,7.76,7.64,7.69,7.61,7.37,8.01,7.67,7.68,76.4,1,2,2.0,1,1,68.2,3.6,62.1,60.1,0,8.42,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40519,6.76,6.17,5.57,5.63,5.56,5.74,6.51,5.35,5.92,59.4,0,0,0.0,1,0,48.5,1.3,27.8,27.7,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40520,6.71,7.2,7.29,7.23,6.8,7.62,7.22,6.89,7.13,75.6,1,2,2.0,1,1,62.6,3.3,58.6,52.6,0,9.32,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40521,8.65,9.14,8.38,8.13,8.74,8.74,9.22,8.56,8.73,74.1,1,3,3.0,2,1,68.5,4.7,85.6,66.6,1,22.43,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40522,8.28,7.65,7.76,8.22,8.52,8.65,8.23,7.99,8.35,80.3,1,2,2.0,2,0,69.3,3.1,46.8,43.4,1,18.05,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40523,6.81,6.13,6.92,6.49,6.3,6.1,6.96,6.13,6.44,79.2,1,2,1.0,2,1,73.8,3.1,54.2,64.6,1,5.55,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40524,6.46,6.14,7.0,6.57,7.35,6.26,7.11,7.16,6.8,89.9,1,3,3.0,2,2,85.5,3.9,73.9,78.8,0,8.29,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40525,5.73,5.74,5.81,4.93,5.37,5.41,5.58,5.44,5.54,79.4,1,3,1.0,3,0,67.5,3.7,53.8,40.8,1,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40526,5.89,6.71,6.46,5.72,5.78,6.08,5.66,5.33,6.04,50.0,0,1,0.0,1,0,46.4,1.6,57.41127296699558,31.8,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40527,7.18,6.46,6.82,6.7,6.98,6.54,7.23,6.72,6.63,65.5,1,1,2.0,3,1,65.3,3.5,63.3,48.1,1,8.86,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40528,10.0,10.0,9.94,10.0,10.0,9.73,9.87,10.0,10.0,100.0,2,5,3.0,4,2,97.1,4.8,95.5,64.3,1,25.45,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40529,6.92,6.77,6.96,6.92,7.58,7.45,6.92,6.6,9.79,100.0,3,5,1.8044691509931448,3,0,97.2,3.0,96.8,83.3,0,8.39,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40530,7.9,8.18,8.09,7.51,8.19,7.87,7.86,7.99,7.97,78.5,3,4,4.0,4,1,78.6,4.2,81.4,80.5,1,8.07,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40531,7.47,7.43,7.76,8.48,7.25,7.52,7.73,7.63,7.7,68.7,1,2,1.0,1,1,73.9,2.3,46.2,46.9,0,10.11,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40532,9.62,10.0,10.0,10.0,9.86,10.0,10.0,10.0,9.9,84.3,2,3,3.0,4,2,88.4,5.0,79.4,77.9,1,25.97,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40533,7.67,8.01,7.75,8.35,8.44,7.75,8.51,8.49,8.14,67.8,2,2,2.0,3,0,91.0,3.9,74.8,81.3,0,18.38,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40534,6.42,6.43,6.86,6.94,6.63,6.83,6.04,6.42,6.63,79.2,1,1,1.0,3,1,71.7,2.8,57.41127296699558,49.0,1,8.2,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40535,6.19,6.26,6.2,6.08,6.64,5.93,6.61,6.45,6.28,68.2,1,2,2.0,2,0,75.9,2.6,60.2,38.8,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40536,7.89,7.75,7.9,7.98,7.48,7.66,7.8,8.32,7.82,85.9,1,4,3.0,2,2,82.8,3.1542109566639414,78.9,82.4,1,10.54,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
